agent_id,x,y,z,timestep
0,6,4,0,0
0,5,4,0,0
0,4,4,0,1
0,3,4,0,2
0,2,4,0,3
0,3,4,0,4
0,4,4,0,5
0,5,4,0,6
0,6,4,0,7
0,7,4,0,8
0,8,4,0,9
0,9,4,0,10
0,9,3,0,11
0,10,3,0,12
0,11,3,0,13
0,12,3,0,14
0,12,4,0,15
0,12,3,0,16
0,11,3,0,17
0,10,3,0,18
0,9,3,0,19
0,8,3,0,20
0,7,3,0,21
0,6,3,0,22
0,5,3,0,23
0,4,3,0,24
0,3,3,0,25
0,2,3,0,26
0,2,4,0,27
0,3,4,0,28
0,4,4,0,29
0,5,4,0,30
0,6,4,0,31
0,7,4,0,32
0,8,4,0,33
0,9,4,0,34
0,9,3,0,35
0,10,3,0,36
0,11,3,0,37
0,12,3,0,38
0,13,3,0,39
0,14,3,0,40
0,15,3,0,41
0,15,4,0,42
0,15,4,0,43
0,15,3,0,44
0,14,3,0,45
0,13,3,0,46
0,12,3,0,47
0,11,3,0,48
0,10,3,0,49
0,9,3,0,50
0,9,4,0,51
0,9,5,0,52
0,9,6,0,53
0,10,6,0,54
0,11,6,0,55
0,12,6,0,56
0,13,6,0,57
0,13,5,0,58
0,13,6,0,59
0,12,6,0,60
0,11,6,0,61
0,10,6,0,62
0,9,6,0,63
0,8,6,0,64
0,7,6,0,65
0,6,6,0,66
0,5,6,0,67
0,4,6,0,68
0,3,6,0,69
0,2,6,0,70
0,2,5,0,71
0,2,4,0,72
0,3,4,0,73
0,4,4,0,74
0,5,4,0,75
0,6,4,0,76
0,7,4,0,77
0,8,4,0,78
0,9,4,0,79
0,9,5,0,80
0,9,6,0,81
0,10,6,0,82
0,11,6,0,83
0,12,6,0,84
0,13,6,0,85
0,14,6,0,86
0,15,6,0,87
0,16,6,0,88
0,17,6,0,89
0,18,6,0,90
0,19,6,0,91
0,19,5,0,92
0,19,5,0,93
0,19,5,0,94
0,19,6,0,95
0,18,6,0,96
0,18,7,0,97
0,18,8,0,98
0,18,9,0,99
0,18,10,0,100
0,18,11,0,101
0,18,12,0,102
0,18,13,0,103
0,17,13,0,104
0,17,14,0,105
0,17,15,0,106
0,17,16,0,107
0,17,17,0,108
0,16,17,0,109
0,15,17,0,110
0,15,18,0,111
0,15,19,0,112
0,15,19,0,113
0,15,18,0,114
0,16,18,0,115
0,17,18,0,116
0,18,18,0,117
0,19,18,0,118
0,19,19,0,119
0,19,20,0,120
0,20,20,0,121
0,21,20,0,122
0,22,20,0,123
0,23,20,0,124
0,24,20,0,125
0,25,20,0,126
0,25,21,0,127
0,25,22,0,128
0,25,23,0,129
0,25,24,0,130
0,25,25,0,131
0,26,25,0,132
0,25,25,0,133
0,25,26,0,134
0,24,26,0,135
0,23,26,0,136
0,22,26,0,137
0,21,26,0,138
0,21,25,0,139
0,20,25,0,140
0,19,25,0,141
0,18,25,0,142
0,17,25,0,143
0,17,26,0,144
0,17,25,0,145
0,18,25,0,146
0,19,25,0,147
0,19,24,0,148
0,20,24,0,149
0,21,24,0,150
0,22,24,0,151
0,23,24,0,152
0,24,24,0,153
0,25,24,0,154
0,25,25,0,155
0,26,25,0,156
0,25,25,0,157
0,24,25,0,158
0,23,25,0,159
0,22,25,0,160
0,21,25,0,161
0,20,25,0,162
0,19,25,0,163
0,18,25,0,164
0,17,25,0,165
0,17,24,0,166
0,17,23,0,167
0,17,22,0,168
0,17,21,0,169
0,17,20,0,170
0,17,19,0,171
0,17,20,0,172
0,18,20,0,173
0,19,20,0,174
0,20,20,0,175
0,21,20,0,176
0,22,20,0,177
0,23,20,0,178
0,24,20,0,179
0,25,20,0,180
0,25,21,0,181
0,25,22,0,182
0,25,23,0,183
0,25,24,0,184
0,25,25,0,185
0,26,25,0,186
0,25,25,0,187
0,24,25,0,188
0,23,25,0,189
0,22,25,0,190
0,21,25,0,191
0,20,25,0,192
0,19,25,0,193
0,19,24,0,194
0,19,23,0,195
0,19,22,0,196
0,19,21,0,197
0,19,20,0,198
0,19,19,0,199
1,6,12,0,0
1,5,12,0,0
1,4,12,0,1
1,3,12,0,2
1,2,12,0,3
1,3,12,0,4
1,4,12,0,5
1,5,12,0,6
1,6,12,0,7
1,7,12,0,8
1,8,12,0,9
1,9,12,0,10
1,9,11,0,11
1,10,11,0,12
1,11,11,0,13
1,12,11,0,14
1,13,11,0,15
1,13,12,0,16
1,13,11,0,17
1,12,11,0,18
1,11,11,0,19
1,10,11,0,20
1,9,11,0,21
1,8,11,0,22
1,7,11,0,23
1,6,11,0,24
1,5,11,0,25
1,4,11,0,26
1,3,11,0,27
1,2,11,0,28
1,2,12,0,29
1,3,12,0,30
1,4,12,0,31
1,5,12,0,32
1,6,12,0,33
1,7,12,0,34
1,8,12,0,35
1,9,12,0,36
1,9,11,0,37
1,10,11,0,38
1,11,11,0,39
1,12,11,0,40
1,13,11,0,41
1,14,11,0,42
1,15,11,0,43
1,16,11,0,44
1,16,12,0,45
1,16,11,0,46
1,15,11,0,47
1,14,11,0,48
1,13,11,0,49
1,12,11,0,50
1,11,11,0,51
1,10,11,0,52
1,9,11,0,53
1,8,11,0,54
1,7,11,0,55
1,6,11,0,56
1,5,11,0,57
1,4,11,0,58
1,3,11,0,59
1,2,11,0,60
1,2,12,0,61
1,3,12,0,62
1,4,12,0,63
1,5,12,0,64
1,6,12,0,65
1,7,12,0,66
1,8,12,0,67
1,9,12,0,68
1,9,11,0,69
1,10,11,0,70
1,11,11,0,71
1,12,11,0,72
1,12,10,0,73
1,12,9,0,74
1,12,8,0,75
1,12,7,0,76
1,12,6,0,77
1,12,5,0,78
1,12,6,0,79
1,11,6,0,80
1,10,6,0,81
1,10,7,0,82
1,9,7,0,83
1,8,7,0,84
1,7,7,0,85
1,6,7,0,86
1,6,8,0,87
1,6,9,0,88
1,5,9,0,89
1,4,9,0,90
1,3,9,0,91
1,2,9,0,92
1,2,10,0,93
1,2,11,0,94
1,2,12,0,95
1,3,12,0,96
1,4,12,0,97
1,5,12,0,98
1,6,12,0,99
1,7,12,0,100
1,8,12,0,101
1,9,12,0,102
1,9,11,0,103
1,10,11,0,104
1,11,11,0,105
1,12,11,0,106
1,13,11,0,107
1,13,10,0,108
1,13,9,0,109
1,13,8,0,110
1,13,7,0,111
1,13,6,0,112
1,13,5,0,113
1,13,6,0,114
1,12,6,0,115
1,11,6,0,116
1,10,6,0,117
1,9,6,0,118
1,8,6,0,119
1,7,6,0,120
1,6,6,0,121
1,5,6,0,122
1,4,6,0,123
1,3,6,0,124
1,2,6,0,125
1,2,5,0,126
1,2,4,0,127
1,3,4,0,128
1,4,4,0,129
1,5,4,0,130
1,6,4,0,131
1,7,4,0,132
1,8,4,0,133
1,9,4,0,134
1,9,5,0,135
1,9,6,0,136
1,10,6,0,137
1,11,6,0,138
1,12,6,0,139
1,13,6,0,140
1,14,6,0,141
1,15,6,0,142
1,15,5,0,143
1,15,6,0,144
1,14,6,0,145
1,13,6,0,146
1,12,6,0,147
1,11,6,0,148
1,10,6,0,149
1,9,6,0,150
1,8,6,0,151
1,7,6,0,152
1,6,6,0,153
1,5,6,0,154
1,4,6,0,155
1,3,6,0,156
1,2,6,0,157
1,2,5,0,158
1,2,4,0,159
1,2,4,0,160
1,2,5,0,161
1,2,6,0,162
1,3,6,0,163
1,4,6,0,164
1,5,6,0,165
1,6,6,0,166
1,6,7,0,167
1,6,8,0,168
1,6,9,0,169
1,5,9,0,170
1,4,9,0,171
1,3,9,0,172
1,2,9,0,173
1,2,10,0,174
1,2,11,0,175
1,2,12,0,176
1,3,12,0,177
1,4,12,0,178
1,5,12,0,179
1,6,12,0,180
1,7,12,0,181
1,8,12,0,182
1,9,12,0,183
1,9,11,0,184
1,10,11,0,185
1,11,11,0,186
1,12,11,0,187
1,13,11,0,188
1,14,11,0,189
1,14,10,0,190
1,14,9,0,191
1,14,8,0,192
1,14,7,0,193
1,14,6,0,194
1,14,5,0,195
1,14,6,0,196
1,15,6,0,197
1,16,6,0,198
1,17,6,0,199
2,6,20,0,0
2,5,20,0,0
2,4,20,0,1
2,3,20,0,2
2,2,20,0,3
2,3,20,0,4
2,4,20,0,5
2,5,20,0,6
2,6,20,0,7
2,7,20,0,8
2,8,20,0,9
2,9,20,0,10
2,10,20,0,11
2,11,20,0,12
2,11,21,0,13
2,11,22,0,14
2,11,23,0,15
2,11,24,0,16
2,11,25,0,17
2,11,26,0,18
2,11,25,0,19
2,10,25,0,20
2,9,25,0,21
2,8,25,0,22
2,7,25,0,23
2,6,25,0,24
2,5,25,0,25
2,4,25,0,26
2,3,25,0,27
2,2,25,0,28
2,2,26,0,29
2,3,26,0,30
2,4,26,0,31
2,5,26,0,32
2,6,26,0,33
2,7,26,0,34
2,8,26,0,35
2,9,26,0,36
2,9,25,0,37
2,10,25,0,38
2,11,25,0,39
2,12,25,0,40
2,12,26,0,41
2,12,25,0,42
2,11,25,0,43
2,10,25,0,44
2,9,25,0,45
2,8,25,0,46
2,7,25,0,47
2,6,25,0,48
2,5,25,0,49
2,4,25,0,50
2,3,25,0,51
2,2,25,0,52
2,2,26,0,53
2,3,26,0,54
2,4,26,0,55
2,5,26,0,56
2,6,26,0,57
2,7,26,0,58
2,8,26,0,59
2,9,26,0,60
2,9,25,0,61
2,10,25,0,62
2,11,25,0,63
2,12,25,0,64
2,13,25,0,65
2,14,25,0,66
2,14,26,0,67
2,14,25,0,68
2,13,25,0,69
2,12,25,0,70
2,11,25,0,71
2,10,25,0,72
2,9,25,0,73
2,8,25,0,74
2,7,25,0,75
2,6,25,0,76
2,5,25,0,77
2,4,25,0,78
2,3,25,0,79
2,2,25,0,80
2,2,26,0,81
2,3,26,0,82
2,4,26,0,83
2,5,26,0,84
2,6,26,0,85
2,7,26,0,86
2,8,26,0,87
2,9,26,0,88
2,9,25,0,89
2,10,25,0,90
2,11,25,0,91
2,12,25,0,92
2,13,25,0,93
2,14,25,0,94
2,15,25,0,95
2,16,25,0,96
2,16,24,0,97
2,16,23,0,98
2,16,22,0,99
2,16,21,0,100
2,16,20,0,101
2,16,19,0,102
2,16,20,0,103
2,15,20,0,104
2,14,20,0,105
2,13,20,0,106
2,12,20,0,107
2,11,20,0,108
2,10,20,0,109
2,9,20,0,110
2,8,20,0,111
2,7,20,0,112
2,6,20,0,113
2,6,21,0,114
2,6,22,0,115
2,6,23,0,116
2,6,24,0,117
2,6,25,0,118
2,5,25,0,119
2,4,25,0,120
2,3,25,0,121
2,2,25,0,122
2,2,26,0,123
2,3,26,0,124
2,4,26,0,125
2,5,26,0,126
2,6,26,0,127
2,7,26,0,128
2,8,26,0,129
2,9,26,0,130
2,9,25,0,131
2,10,25,0,132
2,11,25,0,133
2,12,25,0,134
2,13,25,0,135
2,14,25,0,136
2,15,25,0,137
2,15,24,0,138
2,15,23,0,139
2,15,22,0,140
2,15,21,0,141
2,15,20,0,142
2,15,19,0,143
2,15,20,0,144
2,14,20,0,145
2,13,20,0,146
2,12,20,0,147
2,11,20,0,148
2,10,20,0,149
2,9,20,0,150
2,8,20,0,151
2,7,20,0,152
2,6,20,0,153
2,6,21,0,154
2,6,22,0,155
2,6,23,0,156
2,6,24,0,157
2,6,25,0,158
2,5,25,0,159
2,4,25,0,160
2,3,25,0,161
2,2,25,0,162
2,2,26,0,163
2,3,26,0,164
2,4,26,0,165
2,5,26,0,166
2,6,26,0,167
2,7,26,0,168
2,8,26,0,169
2,9,26,0,170
2,9,25,0,171
2,10,25,0,172
2,11,25,0,173
2,12,25,0,174
2,13,25,0,175
2,14,25,0,176
2,15,25,0,177
2,16,25,0,178
2,16,24,0,179
2,16,23,0,180
2,16,22,0,181
2,16,21,0,182
2,16,20,0,183
2,16,19,0,184
2,16,19,0,185
2,16,18,0,186
2,17,18,0,187
2,18,18,0,188
2,18,17,0,189
2,18,16,0,190
2,18,15,0,191
2,18,14,0,192
2,18,13,0,193
2,18,12,0,194
2,18,11,0,195
2,18,10,0,196
2,18,9,0,197
2,18,8,0,198
2,18,7,0,199
3,18,12,0,0
3,19,12,0,0
3,20,12,0,1
3,21,12,0,2
3,22,12,0,3
3,23,12,0,4
3,24,12,0,5
3,25,12,0,6
3,25,11,0,7
3,25,10,0,8
3,25,9,0,9
3,25,8,0,10
3,25,7,0,11
3,25,6,0,12
3,25,5,0,13
3,25,4,0,14
3,26,4,0,15
3,25,4,0,16
3,24,4,0,17
3,23,4,0,18
3,22,4,0,19
3,21,4,0,20
3,21,3,0,21
3,20,3,0,22
3,19,3,0,23
3,18,3,0,24
3,17,3,0,25
3,17,4,0,26
3,17,4,0,27
3,17,3,0,28
3,16,3,0,29
3,15,3,0,30
3,15,4,0,31
3,15,3,0,32
3,16,3,0,33
3,17,3,0,34
3,18,3,0,35
3,19,3,0,36
3,20,3,0,37
3,21,3,0,38
3,22,3,0,39
3,23,3,0,40
3,24,3,0,41
3,25,3,0,42
3,26,3,0,43
3,26,4,0,44
3,25,4,0,45
3,24,4,0,46
3,23,4,0,47
3,22,4,0,48
3,21,4,0,49
3,21,5,0,50
3,21,6,0,51
3,20,6,0,52
3,19,6,0,53
3,18,6,0,54
3,17,6,0,55
3,16,6,0,56
3,15,6,0,57
3,15,5,0,58
3,15,5,0,59
3,15,6,0,60
3,16,6,0,61
3,16,7,0,62
3,16,8,0,63
3,16,9,0,64
3,16,10,0,65
3,16,11,0,66
3,16,12,0,67
3,16,11,0,68
3,17,11,0,69
3,18,11,0,70
3,19,11,0,71
3,20,11,0,72
3,21,11,0,73
3,22,11,0,74
3,23,11,0,75
3,24,11,0,76
3,25,11,0,77
3,25,10,0,78
3,25,9,0,79
3,25,8,0,80
3,25,7,0,81
3,25,6,0,82
3,25,5,0,83
3,25,4,0,84
3,26,4,0,85
3,25,4,0,86
3,24,4,0,87
3,23,4,0,88
3,22,4,0,89
3,21,4,0,90
3,21,5,0,91
3,21,6,0,92
3,20,6,0,93
3,19,6,0,94
3,18,6,0,95
3,18,7,0,96
3,18,8,0,97
3,18,9,0,98
3,18,10,0,99
3,18,11,0,100
3,18,12,0,101
3,18,13,0,102
3,18,14,0,103
3,18,15,0,104
3,18,16,0,105
3,18,17,0,106
